taxon_name,family,woodiness,plant_growth_form,life_history,native_status,parasitic
Phyllanthus collinus,Phyllanthaceae,,,,,
Phyllanthus dallachyanus subsp. (Irvinebank P.I.Forster 14675),Phyllanthaceae,,,,,
Phyllanthus hamelinii,Phyllanthaceae,,,,,
Phyllanthus sp. [Phyllanthus collinus],Phyllanthaceae,,,,,
Phyllanthus sp. Cardwell (A.Thorsborne+ 488),Phyllanthaceae,,,,,
Phyllanthus triandrus,Phyllanthaceae,,,,,
Poranthera moorokatta,Phyllanthaceae,herbaceous,herb,annual,,
Poranthera obovata,Phyllanthaceae,herbaceous,herb,perennial,,
Sauropus sp.,Phyllanthaceae,,,,,
Sauropus sp. Cockburn Range (D.Dureau 81),Phyllanthaceae,,,,,
Synostemon hubbardii,Phyllanthaceae,,,,,
Micrantheum sp.,Picrodendraceae,woody,shrub,,,
Pinus halepensis,Pinaceae,woody,tree,,,
Pinus nigra,Pinaceae,woody,tree,,,
Pinus patula,Pinaceae,woody,tree,,,
Pinus pinea,Pinaceae,woody,tree,,,
Pinus ponderosa,Pinaceae,woody,tree,,,
Billardiera,Pittosporaceae,woody,,,,
Bursaria cayzerae,Pittosporaceae,woody,,,,
Bursaria reevesii,Pittosporaceae,woody,,,,
Cheiranthera volubilis,Pittosporaceae,woody,,,,
Marianthus aquilonaris,Pittosporaceae,woody,,,,
Marianthus sp.,Pittosporaceae,woody,,,,
Pittosporum crassifolium,Pittosporaceae,woody,,,,
Pittosporum eugenioides,Pittosporaceae,woody,,,,
Pittosporum ferrugineum subsp. tinifolium,Pittosporaceae,woody,,,,
Pittosporum tenuifolium,Pittosporaceae,woody,,,,
Limnophila sp.,Plantaginaceae,,,,,
Plantago coronopus subsp. commutata,Plantaginaceae,herbaceous,herb,,,
Plantago tasmanica var. archeri,Plantaginaceae,herbaceous,herb,,,
Plantago tasmanica var. tasmanica,Plantaginaceae,herbaceous,herb,,,
Stemodia,Plantaginaceae,,,,,
Stemodia pubescens,Plantaginaceae,,,,,
Stemodia sp,Plantaginaceae,,,,,
Stemodia sp. Battle Hill (A.L.Payne 1006),Plantaginaceae,,,,,
Stemodia sp. Haegii (J.Z.Weber 9055) W.R.Barker,Plantaginaceae,,,,,
Stemodia sp. Manners Creek (T.S.Henshall 1779),Plantaginaceae,,,,,
Stemodia sp. Onslow (A.A.Mitchell 76/148),Plantaginaceae,,,,,
Stemodia sp. Tanami (P.K.Latz 8218),Plantaginaceae,,,,,
Veronica derwentiana subsp. homalodonta,Plantaginaceae,herbaceous,herb,,,
Veronica sp.,Plantaginaceae,herbaceous,herb,,,
Aira sp,Poaceae,herbaceous,graminoid,,,
Amphipogon laguroides subsp. havelii,Poaceae,herbaceous,graminoid,,,
Amphipogon laguroides subsp. laguroides,Poaceae,herbaceous,graminoid,,,
Anisopogon sp.,Poaceae,herbaceous,graminoid,,,
Aristida,Poaceae,herbaceous,graminoid,,,
Aristida calycina var. filifolia,Poaceae,herbaceous,graminoid,,,
Aristida holathera var. latifolia,Poaceae,herbaceous,graminoid,,,
Aristida macroclada subsp. macroclada,Poaceae,herbaceous,graminoid,,,
Aristida macroclada subsp. queenslandica,Poaceae,herbaceous,graminoid,,,
Aristida sp. [Aristida sp. 2],Poaceae,herbaceous,graminoid,,,
Aristida utilis var. grandiflora,Poaceae,herbaceous,graminoid,,,
Aristida utilis var. utilis,Poaceae,herbaceous,graminoid,,,
Arthragrostis brassiana var. brassiana,Poaceae,herbaceous,graminoid,,,
Arthragrostis brassiana var. minutiflora,Poaceae,herbaceous,graminoid,,,
Astrebla sp.,Poaceae,herbaceous,graminoid,,,
Austrostipa jacobsiana,Poaceae,herbaceous,graminoid,,,
Austrostipa sp,Poaceae,herbaceous,graminoid,,,
Austrostipa sp. [Austrostipa sp3],Poaceae,herbaceous,graminoid,,,
Avellinia michelii,Poaceae,herbaceous,graminoid,,,
Avena sp.,Poaceae,herbaceous,graminoid,,,
Bothriochloa bladhii subsp. glabra,Poaceae,herbaceous,graminoid,,,
Brachyachne,Poaceae,herbaceous,graminoid,,,
Bromus arvensis,Poaceae,herbaceous,graminoid,,,
Cenchrus elymoides var. elymoides,Poaceae,herbaceous,graminoid,,,
Cenchrus pedicellatus subsp. pedicellatus,Poaceae,herbaceous,graminoid,,,
Cenchrus pedicellatus subsp. unispiculus,Poaceae,herbaceous,graminoid,,,
Chionochloa sp.,Poaceae,herbaceous,graminoid,,,
Chloris,Poaceae,herbaceous,graminoid,,,
Chloris divaricata var. cynodontoides,Poaceae,herbaceous,graminoid,,,
Cymbopogon caesius,Poaceae,herbaceous,graminoid,,,
Cymbopogon sp. [Cymbopogon ambiguus x Cymbopogon queenslandicus],Poaceae,herbaceous,graminoid,,,
Cymbopogon sp. [Cymbopogon bombycinus x Cymbopogon refractus],Poaceae,herbaceous,graminoid,,,
Cynodon dactylon var. dactylon,Poaceae,herbaceous,graminoid,,,
Cynodon nlemfuensis var. nlemfuensis,Poaceae,herbaceous,graminoid,,,
Cyrtococcum deltoideum,Poaceae,herbaceous,graminoid,,,
Dactyloctenium sp.,Poaceae,herbaceous,graminoid,,,
Deschampsia sp.,Poaceae,herbaceous,graminoid,,,
Dichanthium sericeum subsp. polystachyum,Poaceae,herbaceous,graminoid,,,
Dichanthium sp.,Poaceae,herbaceous,graminoid,,,
Dinebra decipiens subsp. decipiens,Poaceae,herbaceous,graminoid,,,
Dinebra ligulata,Poaceae,herbaceous,graminoid,,,
Dinebra neesii,Poaceae,herbaceous,graminoid,,,
Dinebra panicea,Poaceae,herbaceous,graminoid,,,
Dinebra panicea subsp. brachiata,Poaceae,herbaceous,graminoid,,,
Dinebra simoniana,Poaceae,herbaceous,graminoid,,,
Diplachne sp.,Poaceae,herbaceous,graminoid,,,
Distichlis sp.,Poaceae,herbaceous,graminoid,,,
Dryopoa sp.,Poaceae,herbaceous,graminoid,,,
Echinochloa picta,Poaceae,herbaceous,graminoid,,,
Echinochloa polystachya 'Amity',Poaceae,herbaceous,graminoid,,,
Echinopogon nutans var. major,Poaceae,herbaceous,graminoid,,,
Echinopogon nutans var. nutans,Poaceae,herbaceous,graminoid,,,
Ectrosia anomala,Poaceae,herbaceous,graminoid,,,
Ectrosia blakei,Poaceae,herbaceous,graminoid,,,
Ectrosia confusa,Poaceae,herbaceous,graminoid,,,
Ectrosia gulliveri,Poaceae,herbaceous,graminoid,,,
Ectrosia laxa,Poaceae,herbaceous,graminoid,,,
Ectrosia schultzii var. annua,Poaceae,herbaceous,graminoid,,,
Ectrosia schultzii var. schultzii,Poaceae,herbaceous,graminoid,,,
Elytrophorus sp.,Poaceae,herbaceous,graminoid,,,
Entolasia,Poaceae,herbaceous,graminoid,,,
Eragrostiella bifaria var. bifaria,Poaceae,herbaceous,graminoid,,,
Eragrostis,Poaceae,herbaceous,graminoid,,,
Eragrostis aspera,Poaceae,herbaceous,graminoid,,,
Eragrostis intermedia,Poaceae,herbaceous,graminoid,,,
Eriachne,Poaceae,herbaceous,graminoid,,,
Eriachne glauca var. barbinodis,Poaceae,herbaceous,graminoid,,,
Eriachne glauca var. glauca,Poaceae,herbaceous,graminoid,,,
Eriachne mucronata f. Alpha (C.E.Hubbard 7882),Poaceae,herbaceous,graminoid,,,
Eriachne mucronata f. Burnham (R.W.Purdie 1370),Poaceae,herbaceous,graminoid,,,
Eriachne pallescens var. gracilis,Poaceae,herbaceous,graminoid,,,
Eriachne pallescens var. pallescens,Poaceae,herbaceous,graminoid,,,
Eriachne pulchella subsp. dominii,Poaceae,herbaceous,graminoid,,,
Eriachne pulchella subsp. pulchella,Poaceae,herbaceous,graminoid,,,
Eulalia sp.,Poaceae,herbaceous,graminoid,,,
Garnotia stricta var. longiseta,Poaceae,herbaceous,graminoid,,,
Gastridium ventricosum,Poaceae,herbaceous,graminoid,,,
Germainia,Poaceae,herbaceous,graminoid,,,
Hackelochloa granularis,Poaceae,herbaceous,graminoid,,,
Hemarthria sp.,Poaceae,herbaceous,graminoid,,,
Heterachne gulliveri var. gulliveri,Poaceae,herbaceous,graminoid,,,
Heterachne gulliveri var. major,Poaceae,herbaceous,graminoid,,,
Heteropogon,Poaceae,herbaceous,graminoid,,,
Holcolemma dispar,Poaceae,herbaceous,graminoid,,,
Holcus annuus,Poaceae,herbaceous,graminoid,,,
Hordeum bulbosum,Poaceae,herbaceous,graminoid,,,
Hordeum murinum,Poaceae,herbaceous,graminoid,,,
Hordeum secalinum,Poaceae,herbaceous,graminoid,,,
Hymenachne amplexicaulis 'Olive',Poaceae,herbaceous,graminoid,,,
Hyparrhenia rufa subsp. altissima,Poaceae,herbaceous,graminoid,,,
Hyparrhenia rufa subsp. rufa,Poaceae,herbaceous,graminoid,,,
Ichnanthus pallens var. major,Poaceae,herbaceous,graminoid,,,
Imperata,Poaceae,herbaceous,graminoid,,,
Imperata sp.,Poaceae,herbaceous,graminoid,,,
Isachne sp.,Poaceae,herbaceous,graminoid,,,
Ischaemum australe var. arundinaceum,Poaceae,herbaceous,graminoid,,,
Ischaemum australe var. australe,Poaceae,herbaceous,graminoid,,,
Ischaemum australe var. villosum,Poaceae,herbaceous,graminoid,,,
Ischaemum rugosum var. rugosum,Poaceae,herbaceous,graminoid,,,
Ischaemum rugosum var. segetum,Poaceae,herbaceous,graminoid,,,
Iseilema,Poaceae,herbaceous,graminoid,,,
Iseilema sp.,Poaceae,herbaceous,graminoid,,,
Iseilema sp. [Iseilema calvum x I. vaginiflorum],Poaceae,herbaceous,graminoid,,,
Iseilema sp. [Iseilema macratherum x I. vaginiflorum],Poaceae,herbaceous,graminoid,,,
Iseilema sp. [Iseilema membranaceum x I. vaginiflorum],Poaceae,herbaceous,graminoid,,,
Koeleria sp.,Poaceae,herbaceous,graminoid,,,
Lachnagrostis billardierei subsp. tenuiseta,Poaceae,herbaceous,graminoid,,,
Lachnagrostis collicola,Poaceae,herbaceous,graminoid,,,
Lachnagrostis drummondiana,Poaceae,herbaceous,graminoid,,,
Lachnagrostis preissii,Poaceae,herbaceous,graminoid,,,
Leptochloa sp.,Poaceae,herbaceous,graminoid,,,
Lolium persicum,Poaceae,herbaceous,graminoid,,,
Lolium x hubbardii,Poaceae,herbaceous,graminoid,,,
Megathyrsus maximus var. coloratus,Poaceae,herbaceous,graminoid,,,
Megathyrsus maximus var. maximus 'Hamil',Poaceae,herbaceous,graminoid,,,
Megathyrsus maximus var. pubiglumis,Poaceae,herbaceous,graminoid,,,
Microlaena tasmanica var. subalpina,Poaceae,herbaceous,graminoid,,,
Microlaena tasmanica var. tasmanica,Poaceae,herbaceous,graminoid,,,
Mullerochloa moreheadiana,Poaceae,herbaceous,graminoid,,,
Neololeba atra,Poaceae,herbaceous,graminoid,,,
Oxychloris sp.,Poaceae,herbaceous,graminoid,,,
Panicum,Poaceae,herbaceous,graminoid,,,
Panicum distachyum var. trichophorum,Poaceae,herbaceous,graminoid,,,
Panicum seminudum var. cairnsianum,Poaceae,herbaceous,graminoid,,,
Panicum seminudum var. seminudum,Poaceae,herbaceous,graminoid,,,
Paractaenum novae-hollandiae subsp. novae-hollandiae,Poaceae,herbaceous,graminoid,,,
Paractaenum novae-hollandiae subsp. reversum,Poaceae,herbaceous,graminoid,,,
Paspalidium,Poaceae,herbaceous,graminoid,,,
Paspalum,Poaceae,herbaceous,graminoid,,,
Pentameris pallida,Poaceae,herbaceous,graminoid,,,
Pentapogon quadrifidus var. parviflorus,Poaceae,herbaceous,graminoid,,,
Pentapogon sp.,Poaceae,herbaceous,graminoid,,,
Phyllostachys bambusoides,Poaceae,herbaceous,graminoid,,,
Plinthanthesis sp.,Poaceae,herbaceous,graminoid,,,
Poaceae,Poaceae,herbaceous,graminoid,,,
Polypogon maritimus,Poaceae,herbaceous,graminoid,,,
Pseudoraphis minuta var. laevis,Poaceae,herbaceous,graminoid,,,
Pseudoraphis minuta var. minuta,Poaceae,herbaceous,graminoid,,,
Rytidosperma sp. [Rytidosperma sp2],Poaceae,herbaceous,graminoid,,,
Rytidosperma sp. [Rytidosperma spX],Poaceae,herbaceous,graminoid,,,
Saccharum spontaneum,Poaceae,herbaceous,graminoid,,,
Schizachyrium,Poaceae,herbaceous,graminoid,,,
Setaria,Poaceae,herbaceous,graminoid,,,
Setaria pumila subsp. pumila,Poaceae,herbaceous,graminoid,,,
Setaria pumila subsp. subtesselata,Poaceae,herbaceous,graminoid,,,
Setaria sp. [Setaria sp1],Poaceae,herbaceous,graminoid,,,
Setaria sphacelata var. anceps,Poaceae,herbaceous,graminoid,,,
Sorghum,Poaceae,herbaceous,graminoid,,,
Sorghum amplum,Poaceae,herbaceous,graminoid,,,
Sorghum arundinaceum,Poaceae,herbaceous,graminoid,,,
Sorghum brachypodum,Poaceae,herbaceous,graminoid,,,
Sorghum bulbosum,Poaceae,herbaceous,graminoid,,,
Sorghum ecarinatum,Poaceae,herbaceous,graminoid,,,
Sorghum exstans,Poaceae,herbaceous,graminoid,,,
Sorghum grande,Poaceae,herbaceous,graminoid,,,
Sorghum interjectum,Poaceae,herbaceous,graminoid,,,
Sorghum matarankense,Poaceae,herbaceous,graminoid,,,
Sorghum nitidum f. aristatum,Poaceae,herbaceous,graminoid,,,
Sorghum nitidum f. nitidum,Poaceae,herbaceous,graminoid,,,
Sorghum propinquum,Poaceae,herbaceous,graminoid,,,
Sorghum sp,Poaceae,herbaceous,graminoid,,,
Sorghum x almum,Poaceae,herbaceous,graminoid,,,
Sorghum x drummondii,Poaceae,herbaceous,graminoid,,,
Sphenopus divaricatus,Poaceae,herbaceous,graminoid,,,
Spinifex sp.,Poaceae,herbaceous,graminoid,,,
Tetrarrhena oreophila var. minor,Poaceae,herbaceous,graminoid,,,
Tetrarrhena oreophila var. oreophila,Poaceae,herbaceous,graminoid,,,
Thedachloa annua,Poaceae,herbaceous,graminoid,,,
Themeda intermedia,Poaceae,herbaceous,graminoid,,,
Thinopyrum distichum,Poaceae,herbaceous,graminoid,,,
Thinopyrum junceiforme,Poaceae,herbaceous,graminoid,,,
Tragus sp.,Poaceae,herbaceous,graminoid,,,
Tribolium acutiflorum,Poaceae,herbaceous,graminoid,,,
Triodia,Poaceae,herbaceous,graminoid,,,
Tripogonella sp,Poaceae,herbaceous,graminoid,,,
Triraphis sp.,Poaceae,herbaceous,graminoid,,,
Trisetum sp.,Poaceae,herbaceous,graminoid,,,
Urochloa,Poaceae,herbaceous,graminoid,,,
Urochloa gilesii var. gilesii,Poaceae,herbaceous,graminoid,,,
Urochloa holosericea subsp. holosericea,Poaceae,herbaceous,graminoid,,,
Urochloa holosericea subsp. velutina,Poaceae,herbaceous,graminoid,,,
Urochloa occidentalis var. ciliata,Poaceae,herbaceous,graminoid,,,
Urochloa panicoides var. panicoides,Poaceae,herbaceous,graminoid,,,
Urochloa panicoides var. pubescens,Poaceae,herbaceous,graminoid,,,
Vulpia myuros f. megalura,Poaceae,herbaceous,graminoid,,,
Vulpia myuros f. myuros,Poaceae,herbaceous,graminoid,,,
Vulpia sp.,Poaceae,herbaceous,graminoid,,,
Walwhalleya sp.,Poaceae,herbaceous,graminoid,,,
x Cynochloris macivorii,Poaceae,herbaceous,graminoid,,,
x Cynochloris reynoldensis,Poaceae,herbaceous,graminoid,,,
Yakirra australiensis var. australiensis,Poaceae,herbaceous,graminoid,,,
Yakirra australiensis var. intermedia,Poaceae,herbaceous,graminoid,,,
Zea mays subsp. mexicana,Poaceae,herbaceous,graminoid,,,
Zoysia sp.,Poaceae,herbaceous,graminoid,,,
Comesperma,Polygalaceae,woody,,,,
Comesperma breviflorum,Polygalaceae,woody,,,,
Comesperma praecelsum,Polygalaceae,woody,,,,
Comesperma sp. A Kimberley Flora (D.W.Rust 8),Polygalaceae,woody,,,,
Polygala arvensis,Polygalaceae,herbaceous,,,,
Polygala barbata,Polygalaceae,herbaceous,herb,annual,,
Polygala barklyensis,Polygalaceae,herbaceous,herb,annual,,
Polygala bifoliata,Polygalaceae,herbaceous,herb,annual,,
Polygala canaliculata,Polygalaceae,herbaceous,herb,annual,,
Polygala chinensis,Polygalaceae,herbaceous,herb,annual,non-native,
Polygala clavistyla,Polygalaceae,herbaceous,herb,annual,,
Polygala coralliformis,Polygalaceae,herbaceous,herb,annual,,
Polygala crassitesta,Polygalaceae,herbaceous,herb,annual,,
Polygala dependens,Polygalaceae,herbaceous,herb,annual,,
Polygala difficilis,Polygalaceae,herbaceous,herb,annual,,
Polygala dimorphotricha,Polygalaceae,herbaceous,herb,annual,,
Polygala duarteana,Polygalaceae,,,,,
Polygala gabrielae,Polygalaceae,herbaceous,herb,annual,,
Polygala galeocephala,Polygalaceae,herbaceous,herb,annual,,
Polygala geniculata,Polygalaceae,herbaceous,herb,annual,,
Polygala glaucifolia,Polygalaceae,herbaceous,herb,annual,,
Polygala glaucoides,Polygalaceae,herbaceous,herb,annual,,
Polygala integra,Polygalaceae,herbaceous,herb,annual,,
Polygala kimberleyensis,Polygalaceae,herbaceous,herb,annual,,
Polygala macrobotrya,Polygalaceae,herbaceous,herb,annual,,
Polygala monspeliaca,Polygalaceae,herbaceous,herb,annual,,
Polygala obversa,Polygalaceae,herbaceous,herb,annual,,
Polygala parviloba,Polygalaceae,herbaceous,herb,annual,,
Polygala pendulina,Polygalaceae,herbaceous,herb,annual,,
Polygala persicariifolia,Polygalaceae,herbaceous,herb,annual,,
Polygala petrophila,Polygalaceae,herbaceous,herb,annual,,
Polygala polifolia,Polygalaceae,herbaceous,herb,annual,,
Polygala praecox,Polygalaceae,herbaceous,herb,annual,,
Polygala pterocarpa,Polygalaceae,herbaceous,herb,annual,,
Polygala pycnantha,Polygalaceae,herbaceous,herb,annual,,
Polygala rhynchocarpa,Polygalaceae,herbaceous,herb,annual,,
Polygala saccopetala,Polygalaceae,herbaceous,herb,annual,,
Polygala scorpioides,Polygalaceae,herbaceous,herb,annual,,
Polygala stenosepala,Polygalaceae,herbaceous,herb,annual,,
Polygala succulenta,Polygalaceae,herbaceous,herb,annual,,
Polygala triflora,Polygalaceae,herbaceous,herb,annual,,
Polygala validiflora,Polygalaceae,herbaceous,herb,annual,,
Polygala vulgaris,Polygalaceae,herbaceous,herb,annual,non-native,
Duma coccoloboides,Polygonaceae,woody,shrub,,,
Duma horrida subsp. abdita,Polygonaceae,woody,shrub,,,
Muehlenbeckia complexa,Polygonaceae,woody,shrub climber_woody,,,
Ctenopteris sp.,Polypodiaceae,NA,fern,,,
Platycerium sp.,Polypodiaceae,NA,fern,,,
Pyrrosia sp.,Polypodiaceae,NA,fern,,,
Anacampseros sp.,Portulacaceae,herbaceous,herb,,,
Montia sp,Portulacaceae,herbaceous,herb,,,
Portulaca oleracea var. Yuendumu (T.S.Henshall 2868),Portulacaceae,herbaceous,herb,,,
Portulaca sp.,Portulacaceae,herbaceous,herb,,,
Posidonia sp.,Posidoniaceae,herbaceous,aquatic_herb,perennial,,
Aegiceras sp.,Primulaceae,woody,,,,
Ardisia sanguinolenta,Primulaceae,woody,,,,
Myrsine sp.,Primulaceae,woody,,,,
Adenanthos sp.,Proteaceae,woody,,,,
Banksia,Proteaceae,woody,,,,
Banksia ashbyi subsp. ashbyi,Proteaceae,woody,,,,
Banksia bipinnatifida subsp. bipinnatifida,Proteaceae,woody,,,,
Banksia bipinnatifida subsp. multifida,Proteaceae,woody,,,,
Banksia dallanneyi subsp. agricola,Proteaceae,woody,,,,
Banksia dallanneyi subsp. media,Proteaceae,woody,,,,
Banksia dallanneyi subsp. pollosta,Proteaceae,woody,,,,
Banksia dallanneyi subsp. sylvestris,Proteaceae,woody,,,,
Banksia dallanneyi var. mellicula,Proteaceae,woody,,,,
Banksia densa var. parva,Proteaceae,woody,,,,
Banksia erythrocephala var. inopinata,Proteaceae,woody,,,,
Banksia incana var. brachyphylla,Proteaceae,woody,,,,
Banksia ionthocarpa subsp. ionthocarpa,Proteaceae,woody,,,,
Banksia nobilis subsp. fragrans,Proteaceae,woody,,,,
Banksia nobilis subsp. nobilis,Proteaceae,woody,,,,
Banksia plumosa subsp. denticulata,Proteaceae,woody,,,,
Banksia plumosa subsp. plumosa,Proteaceae,woody,,,,
Banksia pteridifolia subsp. vernalis,Proteaceae,woody,,,,
Banksia recurvistylis,Proteaceae,woody,,,,
Banksia serratuloides subsp. perissa,Proteaceae,woody,,,,
Banksia serratuloides subsp. serratuloides,Proteaceae,woody,,,,
Banksia splendida subsp. macrocarpa,Proteaceae,woody,,,,
Banksia splendida subsp. splendida,Proteaceae,woody,,,,
Banksia squarrosa subsp. argillacea,Proteaceae,woody,,,,
Banksia squarrosa subsp. squarrosa,Proteaceae,woody,,,,
Banksia subpinnatifida var. imberbis,Proteaceae,woody,,,,
Banksia subpinnatifida var. subpinnatifida,Proteaceae,woody,,,,
Banksia tenuis var. reptans,Proteaceae,woody,,,,
Banksia tenuis var. tenuis,Proteaceae,woody,,,,
Banksia undata var. splendens,Proteaceae,woody,,,,
Banksia undata var. undata,Proteaceae,woody,,,,
Banksia vincentia,Proteaceae,woody,,,,
Carnarvonia sp.,Proteaceae,woody,,,,
Darlingia sp. [Darlingia lyrata],Proteaceae,woody,,,,
Grevillea,Proteaceae,woody,,,,
Grevillea amplexans subsp. adpressa,Proteaceae,woody,,,,
Grevillea amplexans subsp. amplexans,Proteaceae,woody,,,,
Grevillea amplexans subsp. semivestita,Proteaceae,woody,,,,
Grevillea angustiloba,Proteaceae,woody,,,,
Grevillea bemboka,Proteaceae,woody,,,,
Grevillea brachystylis subsp. grandis,Proteaceae,woody,,,,
Grevillea bracteosa subsp. bracteosa,Proteaceae,woody,,,,
Grevillea bracteosa subsp. howatharra,Proteaceae,woody,,,,
Grevillea dilatata,Proteaceae,woody,,,,
Grevillea hislopii,Proteaceae,woody,,,,
Grevillea hookeriana subsp. hookeriana,Proteaceae,woody,,,,
Grevillea manglesii subsp. dissectifolia,Proteaceae,woody,,,,
Grevillea manglesii subsp. manglesii,Proteaceae,woody,,,,
Grevillea manglesii subsp. ornithopoda,Proteaceae,woody,,,,
Grevillea nivea,Proteaceae,woody,,,,
Grevillea pulchella subsp. pulchella,Proteaceae,woody,,,,
Grevillea saxicola,Proteaceae,woody,,,,
Grevillea sp. Cooljarloo (B.J.Keighery 28 B),Proteaceae,woody,,,,
Grevillea sp. Gunapin (F.Hort 308),Proteaceae,woody,,,,
Grevillea sp. Koolyanobbing (W.P.Muir WPM 3344),Proteaceae,woody,,,,
Grevillea sp. Shark Bay (N.H.Speck 24/09/1953),Proteaceae,woody,,,,
Grevillea sp. Throsby Trig (R.G.Coveny 19002 & A.E.Orme),Proteaceae,woody,,,,
Grevillea sp. Tutunup (G.S.McCutcheon 2694),Proteaceae,woody,,,,
Grevillea vestita subsp. isopogoides,Proteaceae,woody,,,,
Grevillea vestita subsp. vestita,Proteaceae,woody,,,,
Grevillea x gaudichaudii,Proteaceae,woody,,,,
Hakea,Proteaceae,woody,,,,
Hakea oligoneura,Proteaceae,woody,,,,
Hakea sp. Hay River (Randino 14),Proteaceae,woody,,,,
Hakea sp. Walyunga (L.Penn s.n.),Proteaceae,woody,,,,
Isopogon,Proteaceae,woody,,,,
Isopogon formosus subsp. dasylepis,Proteaceae,woody,,,,
Isopogon formosus subsp. formosus,Proteaceae,woody,,,,
Isopogon panduratus,Proteaceae,woody,,,,
Isopogon panduratus subsp. panduratus,Proteaceae,woody,,,,
Isopogon pruinosus,Proteaceae,woody,,,,
Isopogon sp. Canning Reservoir (M.D.Tindale 121 & B.R.Maslin),Proteaceae,woody,,,,
Isopogon sp. Darling Range (F.Hort 1662),Proteaceae,woody,,,,
Isopogon sp. Ravensthorpe (D.B.Foreman 1207),Proteaceae,woody,,,,
Lambertia orbifolia subsp. Scott River Plains (L.W.Sage 684),Proteaceae,woody,,,,
Lambertia rariflora subsp. lutea,Proteaceae,woody,,,,
Lambertia rariflora subsp. rariflora,Proteaceae,woody,,,,
Orites sp.,Proteaceae,woody,,,,
Persoonia acerosa x Persoonia levis,Proteaceae,woody,,,,
Persoonia hindii,Proteaceae,woody,,,,
Persoonia hirsuta subsp. evoluta,Proteaceae,woody,,,,
Persoonia juniperina var. ulicina,Proteaceae,woody,,,,
Persoonia pauciflora,Proteaceae,woody,,,,
Petrophile ericifolia subsp. ericifolia,Proteaceae,woody,,,,
Petrophile ericifolia subsp. subpubescens,Proteaceae,woody,,,,
Petrophile filifolia subsp. filifolia,Proteaceae,woody,,,,
Petrophile pilostyla subsp. austrina,Proteaceae,woody,,,,
Petrophile squamata subsp. squamata MS,Proteaceae,woody,,,,
Proteaceae,Proteaceae,woody,,,,
Stirlingia,Proteaceae,woody,,,,
Symphionema sp.,Proteaceae,woody,,,,
Synaphea petiolaris subsp. petiolaris,Proteaceae,woody,,,,
Synaphea petiolaris subsp. simplex,Proteaceae,woody,,,,
Synaphea petiolaris subsp. triloba,Proteaceae,woody,,,,
Synaphea spinulosa subsp. borealis,Proteaceae,woody,,,,
Synaphea spinulosa subsp. major,Proteaceae,woody,,,,
Synaphea spinulosa subsp. spinulosa,Proteaceae,woody,,,,
Telopea mongaensis x Telopea oreades,Proteaceae,woody,,,,
Telopea sp.,Proteaceae,woody,,,,
Psilotum sp.,Psilotaceae,NA,fern,,,
Anogramma sp.,Pteridaceae,NA,fern,,,
Cheilanthes adiantoides,Pteridaceae,NA,fern,,,
Cheilanthes brownii,Pteridaceae,NA,fern,,,
Myosurus sp.,Ranunculaceae,herbaceous,herb,annual,,
Psychrophila sp.,Ranunculaceae,herbaceous,herb,perennial,,
Ranunculus,Ranunculaceae,herbaceous,herb,,,
Ranunculus acris subsp. acris,Ranunculaceae,herbaceous,herb,,,
Ranunculus flammula subsp. flammula,Ranunculaceae,herbaceous,herb,,,
Ranunculus sp,Ranunculaceae,herbaceous,herb,,,
Reseda alba,Resedaceae,herbaceous,herb,,,
Reseda odorata,Resedaceae,herbaceous,herb,,,
Apodasmia sp.,Restionaceae,herbaceous,graminoid,perennial,,
Calorophus sp.,Restionaceae,herbaceous,graminoid,perennial,,
Empodisma sp.,Restionaceae,herbaceous,graminoid,perennial,,
Eurychorda sp.,Restionaceae,herbaceous,graminoid,perennial,,
Hypolaena sp.,Restionaceae,herbaceous,graminoid,perennial,,
Lepidobolus preissianus subsp. preissianus,Restionaceae,herbaceous,graminoid,perennial,,
Lepidobolus sp.,Restionaceae,herbaceous,graminoid,perennial,,
Sporadanthus sp.,Restionaceae,herbaceous,graminoid,perennial,,
Alphitonia pomaderroides,Rhamnaceae,woody,,,,
Cryptandra apetala var. anomala,Rhamnaceae,woody,,,,
Emmenosperma pancherianum,Rhamnaceae,woody,,,,
Pomaderris elliptica var. diemenica,Rhamnaceae,woody,,,,
Pomaderris pilifera subsp. talpicutica,Rhamnaceae,woody,,,,
Spyridium bifidum subsp. bifidum,Rhamnaceae,woody,,,,
Spyridium bifidum subsp. wanillae,Rhamnaceae,woody,,,,
Spyridium eriocephalum var. glabrisepalum,Rhamnaceae,woody,,,,
Spyridium obovatum var. obovatum,Rhamnaceae,woody,,,,
Spyridium obovatum var. velutinum,Rhamnaceae,woody,,,,
Spyridium stenophyllum subsp. renovatum,Rhamnaceae,woody,,,,
Trymalium ledifolium var. lineare,Rhamnaceae,woody,,,,
Trymalium sp.,Rhamnaceae,woody,,,,
Bruguiera sp.,Rhizophoraceae,woody,tree,,,
Ripogonum sp.,Ripogonaceae,woody,,,,
Acaena sp. [Acaena echinata or Acaena agnipila or Acaena ovina],Rosaceae,herbaceous,herb,perennial,,
Alchemilla sp.,Rosaceae,herbaceous,herb,perennial,,
Cotoneaster simonsii,Rosaceae,woody,shrub,,,
Geum sp.,Rosaceae,herbaceous,herb,perennial,,
Potentilla reptans,Rosaceae,herbaceous,herb,,,
Prunus avium,Rosaceae,woody,,,,
Prunus dulcis,Rosaceae,woody,,,,
